"filename","fold","target","category","esc10","src_file","take"
"5-180156-A-43.wav","5","43","car_horn","False","180156","A"
"5-180156-B-43.wav","5","43","car_horn","False","180156","B"
"5-180156-C-43.wav","5","43","car_horn","False","180156","C"
"1-34094-A-5.wav","1","5","cat","False","34094","A"
"1-34094-B-5.wav","1","5","cat","False","34094","B"
"1-47819-A-5.wav","1","5","cat","False","47819","A"
"1-47819-B-5.wav","1","5","cat","False","47819","B"
"1-47819-C-5.wav","1","5","cat","False","47819","C"
"1-56380-A-5.wav","1","5","cat","False","56380","A"
"1-56380-B-5.wav","1","5","cat","False","56380","B"
"1-79113-A-5.wav","1","5","cat","False","79113","A"
"2-110010-A-5.wav","2","5","cat","False","110010","A"
"2-110011-A-5.wav","2","5","cat","False","110011","A"
"2-69131-A-5.wav","2","5","cat","False","69131","A"
"2-69131-B-5.wav","2","5","cat","False","69131","B"
"2-82274-A-5.wav","2","5","cat","False","82274","A"
"2-82274-B-5.wav","2","5","cat","False","82274","B"
"2-83934-A-5.wav","2","5","cat","False","83934","A"
"2-83934-B-5.wav","2","5","cat","False","83934","B"
"3-146964-A-5.wav","3","5","cat","False","146964","A"
"3-146965-A-5.wav","3","5","cat","False","146965","A"
"3-146972-A-5.wav","3","5","cat","False","146972","A"
"3-95694-A-5.wav","3","5","cat","False","95694","A"
"3-95695-A-5.wav","3","5","cat","False","95695","A"
"3-95695-B-5.wav","3","5","cat","False","95695","B"
"3-95697-A-5.wav","3","5","cat","False","95697","A"
"3-95698-A-5.wav","3","5","cat","False","95698","A"
"4-120160-A-5.wav","4","5","cat","False","120160","A"
"4-133047-A-5.wav","4","5","cat","False","133047","A"
"4-133047-B-5.wav","4","5","cat","False","133047","B"
"4-133047-C-5.wav","4","5","cat","False","133047","C"
"4-149940-A-5.wav","4","5","cat","False","149940","A"
"4-149940-B-5.wav","4","5","cat","False","149940","B"
"4-161303-A-5.wav","4","5","cat","False","161303","A"
"4-161303-B-5.wav","4","5","cat","False","161303","B"
"5-169983-A-5.wav","5","5","cat","False","169983","A"
"5-172299-A-5.wav","5","5","cat","False","172299","A"
"5-172639-A-5.wav","5","5","cat","False","172639","A"
"5-177614-A-5.wav","5","5","cat","False","177614","A"
"5-214759-A-5.wav","5","5","cat","False","214759","A"
"5-214759-B-5.wav","5","5","cat","False","214759","B"
"5-256452-A-5.wav","5","5","cat","False","256452","A"
"5-259169-A-5.wav","5","5","cat","False","259169","A"
"1-13613-A-37.wav","1","37","clock_alarm","False","13613","A"
"1-14262-A-37.wav","1","37","clock_alarm","False","14262","A"
"1-34853-A-37.wav","1","37","clock_alarm","False","34853","A"
"1-67033-A-37.wav","1","37","clock_alarm","False","67033","A"
"1-72195-A-37.wav","1","37","clock_alarm","False","72195","A"
"1-72195-B-37.wav","1","37","clock_alarm","False","72195","B"
"1-74517-A-37.wav","1","37","clock_alarm","False","74517","A"
"1-96890-A-37.wav","1","37","clock_alarm","False","96890","A"
"2-102435-A-37.wav","2","37","clock_alarm","False","102435","A"
"2-104475-A-37.wav","2","37","clock_alarm","False","104475","A"
"2-104476-A-37.wav","2","37","clock_alarm","False","104476","A"
"2-117116-A-37.wav","2","37","clock_alarm","False","117116","A"
"2-78562-A-37.wav","2","37","clock_alarm","False","78562","A"
"2-78562-B-37.wav","2","37","clock_alarm","False","78562","B"
"2-89516-A-37.wav","2","37","clock_alarm","False","89516","A"
"2-96063-A-37.wav","2","37","clock_alarm","False","96063","A"
"3-117793-A-37.wav","3","37","clock_alarm","False","117793","A"
"3-117883-A-37.wav","3","37","clock_alarm","False","117883","A"
"3-120526-A-37.wav","3","37","clock_alarm","False","120526","A"
"3-120526-B-37.wav","3","37","clock_alarm","False","120526","B"
"3-131943-A-37.wav","3","37","clock_alarm","False","131943","A"
"3-132340-A-37.wav","3","37","clock_alarm","False","132340","A"
"3-139958-A-37.wav","3","37","clock_alarm","False","139958","A"
"3-148297-A-37.wav","3","37","clock_alarm","False","148297","A"
"4-151242-A-37.wav","4","37","clock_alarm","False","151242","A"
"4-169508-A-37.wav","4","37","clock_alarm","False","169508","A"
"4-172366-A-37.wav","4","37","clock_alarm","False","172366","A"
"4-189332-A-37.wav","4","37","clock_alarm","False","189332","A"
"4-198841-A-37.wav","4","37","clock_alarm","False","198841","A"
"4-204684-A-37.wav","4","37","clock_alarm","False","204684","A"
"4-209536-A-37.wav","4","37","clock_alarm","False","209536","A"
"4-209698-A-37.wav","4","37","clock_alarm","False","209698","A"
"5-210612-A-37.wav","5","37","clock_alarm","False","210612","A"
"5-211408-A-37.wav","5","37","clock_alarm","False","211408","A"
"5-219242-A-37.wav","5","37","clock_alarm","False","219242","A"
"5-219242-B-37.wav","5","37","clock_alarm","False","219242","B"
"5-223176-A-37.wav","5","37","clock_alarm","False","223176","A"
"5-233645-A-37.wav","5","37","clock_alarm","False","233645","A"
"5-234247-A-37.wav","5","37","clock_alarm","False","234247","A"
"5-250629-A-37.wav","5","37","clock_alarm","False","250629","A"
"1-17150-A-12.wav","1","12","crackling_fire","True","17150","A"
"1-17565-A-12.wav","1","12","crackling_fire","True","17565","A"
"1-17742-A-12.wav","1","12","crackling_fire","True","17742","A"
"1-17808-A-12.wav","1","12","crackling_fire","True","17808","A"
"1-17808-B-12.wav","1","12","crackling_fire","True","17808","B"
"1-4211-A-12.wav","1","12","crackling_fire","True","4211","A"
"1-46272-A-12.wav","1","12","crackling_fire","True","46272","A"
"1-7057-A-12.wav","1","12","crackling_fire","True","7057","A"
"2-18766-A-12.wav","2","12","crackling_fire","True","18766","A"
"2-18766-B-12.wav","2","12","crackling_fire","True","18766","B"
"2-28314-A-12.wav","2","12","crackling_fire","True","28314","A"
"2-28314-B-12.wav","2","12","crackling_fire","True","28314","B"
"2-30322-A-12.wav","2","12","crackling_fire","True","30322","A"
"2-30322-B-12.wav","2","12","crackling_fire","True","30322","B"
"2-61311-A-12.wav","2","12","crackling_fire","True","61311","A"
"2-65747-A-12.wav","2","12","crackling_fire","True","65747","A"
"3-104632-A-12.wav","3","12","crackling_fire","True","104632","A"
"3-104958-A-12.wav","3","12","crackling_fire","True","104958","A"
"3-120644-A-12.wav","3","12","crackling_fire","True","120644","A"
"3-145774-A-12.wav","3","12","crackling_fire","True","145774","A"
"3-147965-A-12.wav","3","12","crackling_fire","True","147965","A"
"3-157187-A-12.wav","3","12","crackling_fire","True","157187","A"
"3-158476-A-12.wav","3","12","crackling_fire","True","158476","A"
"3-65748-A-12.wav","3","12","crackling_fire","True","65748","A"
"4-164661-A-12.wav","4","12","crackling_fire","True","164661","A"
"4-164661-B-12.wav","4","12","crackling_fire","True","164661","B"
"4-170247-A-12.wav","4","12","crackling_fire","True","170247","A"
"4-170247-B-12.wav","4","12","crackling_fire","True","170247","B"
"4-171207-A-12.wav","4","12","crackling_fire","True","171207","A"
"4-181563-A-12.wav","4","12","crackling_fire","True","181563","A"
"4-182368-A-12.wav","4","12","crackling_fire","True","182368","A"
"4-182369-A-12.wav","4","12","crackling_fire","True","182369","A"
"5-186924-A-12.wav","5","12","crackling_fire","True","186924","A"
"5-189212-A-12.wav","5","12","crackling_fire","True","189212","A"
"5-189237-A-12.wav","5","12","crackling_fire","True","189237","A"
"5-193473-A-12.wav","5","12","crackling_fire","True","193473","A"
"5-193473-B-12.wav","5","12","crackling_fire","True","193473","B"
"5-213802-A-12.wav","5","12","crackling_fire","True","213802","A"
"5-215658-A-12.wav","5","12","crackling_fire","True","215658","A"
"5-215658-B-12.wav","5","12","crackling_fire","True","215658","B"
"1-187207-A-20.wav","1","20","crying_baby","True","187207","A"
"1-211527-A-20.wav","1","20","crying_baby","True","211527","A"
"1-211527-B-20.wav","1","20","crying_baby","True","211527","B"
"1-211527-C-20.wav","1","20","crying_baby","True","211527","C"
"1-22694-A-20.wav","1","20","crying_baby","True","22694","A"
"1-22694-B-20.wav","1","20","crying_baby","True","22694","B"
"1-60997-A-20.wav","1","20","crying_baby","True","60997","A"
"1-60997-B-20.wav","1","20","crying_baby","True","60997","B"
"2-107351-A-20.wav","2","20","crying_baby","True","107351","A"
"2-107351-B-20.wav","2","20","crying_baby","True","107351","B"
"2-151079-A-20.wav","2","20","crying_baby","True","151079","A"
"2-50665-A-20.wav","2","20","crying_baby","True","50665","A"
"2-50666-A-20.wav","2","20","crying_baby","True","50666","A"
"2-66637-A-20.wav","2","20","crying_baby","True","66637","A"
"2-66637-B-20.wav","2","20","crying_baby","True","66637","B"
"2-80482-A-20.wav","2","20","crying_baby","True","80482","A"
"3-151080-A-20.wav","3","20","crying_baby","True","151080","A"
"3-151081-A-20.wav","3","20","crying_baby","True","151081","A"
"3-151081-B-20.wav","3","20","crying_baby","True","151081","B"
"3-152007-A-20.wav","3","20","crying_baby","True","152007","A"
"3-152007-B-20.wav","3","20","crying_baby","True","152007","B"
"3-152007-C-20.wav","3","20","crying_baby","True","152007","C"
"3-152007-D-20.wav","3","20","crying_baby","True","152007","D"
"3-152007-E-20.wav","3","20","crying_baby","True","152007","E"
"4-167077-A-20.wav","4","20","crying_baby","True","167077","A"
"4-167077-B-20.wav","4","20","crying_baby","True","167077","B"
"4-167077-C-20.wav","4","20","crying_baby","True","167077","C"
"4-185575-A-20.wav","4","20","crying_baby","True","185575","A"
"4-185575-B-20.wav","4","20","crying_baby","True","185575","B"
"4-185575-C-20.wav","4","20","crying_baby","True","185575","C"
"4-59579-A-20.wav","4","20","crying_baby","True","59579","A"
"4-59579-B-20.wav","4","20","crying_baby","True","59579","B"
"5-151085-A-20.wav","5","20","crying_baby","True","151085","A"
"5-198411-A-20.wav","5","20","crying_baby","True","198411","A"
"5-198411-B-20.wav","5","20","crying_baby","True","198411","B"
"5-198411-C-20.wav","5","20","crying_baby","True","198411","C"
"5-198411-D-20.wav","5","20","crying_baby","True","198411","D"
"5-198411-E-20.wav","5","20","crying_baby","True","198411","E"
"5-198411-F-20.wav","5","20","crying_baby","True","198411","F"
"5-198411-G-20.wav","5","20","crying_baby","True","198411","G"
"1-100032-A-0.wav","1","0","dog","True","100032","A"
"1-110389-A-0.wav","1","0","dog","True","110389","A"
"1-30226-A-0.wav","1","0","dog","True","30226","A"
"1-30344-A-0.wav","1","0","dog","True","30344","A"
"1-32318-A-0.wav","1","0","dog","True","32318","A"
"1-59513-A-0.wav","1","0","dog","True","59513","A"
"1-85362-A-0.wav","1","0","dog","True","85362","A"
"1-97392-A-0.wav","1","0","dog","True","97392","A"
"2-114280-A-0.wav","2","0","dog","True","114280","A"
"2-114587-A-0.wav","2","0","dog","True","114587","A"
"2-116400-A-0.wav","2","0","dog","True","116400","A"
"2-117271-A-0.wav","2","0","dog","True","117271","A"
"2-118072-A-0.wav","2","0","dog","True","118072","A"
"2-118964-A-0.wav","2","0","dog","True","118964","A"
"2-122104-A-0.wav","2","0","dog","True","122104","A"
"2-122104-B-0.wav","2","0","dog","True","122104","B"
"3-136288-A-0.wav","3","0","dog","True","136288","A"
"3-144028-A-0.wav","3","0","dog","True","144028","A"
"3-155312-A-0.wav","3","0","dog","True","155312","A"
"3-157695-A-0.wav","3","0","dog","True","157695","A"
"3-163459-A-0.wav","3","0","dog","True","163459","A"
"3-170015-A-0.wav","3","0","dog","True","170015","A"
"3-180256-A-0.wav","3","0","dog","True","180256","A"
"3-180977-A-0.wav","3","0","dog","True","180977","A"
"4-182395-A-0.wav","4","0","dog","True","182395","A"
"4-183992-A-0.wav","4","0","dog","True","183992","A"
"4-184575-A-0.wav","4","0","dog","True","184575","A"
"4-191687-A-0.wav","4","0","dog","True","191687","A"
"4-192236-A-0.wav","4","0","dog","True","192236","A"
"4-194754-A-0.wav","4","0","dog","True","194754","A"
"4-199261-A-0.wav","4","0","dog","True","199261","A"
"4-207124-A-0.wav","4","0","dog","True","207124","A"
"5-203128-A-0.wav","5","0","dog","True","203128","A"
"5-203128-B-0.wav","5","0","dog","True","203128","B"
"5-208030-A-0.wav","5","0","dog","True","208030","A"
"5-212454-A-0.wav","5","0","dog","True","212454","A"
"5-213855-A-0.wav","5","0","dog","True","213855","A"
"5-217158-A-0.wav","5","0","dog","True","217158","A"
"5-231762-A-0.wav","5","0","dog","True","231762","A"
"5-9032-A-0.wav","5","0","dog","True","9032","A"
"1-101336-A-30.wav","1","30","door_wood_knock","False","101336","A"
"1-103995-A-30.wav","1","30","door_wood_knock","False","103995","A"
"1-103999-A-30.wav","1","30","door_wood_knock","False","103999","A"
"1-26188-A-30.wav","1","30","door_wood_knock","False","26188","A"
"1-52290-A-30.wav","1","30","door_wood_knock","False","52290","A"
"1-81001-A-30.wav","1","30","door_wood_knock","False","81001","A"
"1-81001-B-30.wav","1","30","door_wood_knock","False","81001","B"
"1-82817-A-30.wav","1","30","door_wood_knock","False","82817","A"
"2-114254-A-30.wav","2","30","door_wood_knock","False","114254","A"
"2-118624-A-30.wav","2","30","door_wood_knock","False","118624","A"
"2-118625-A-30.wav","2","30","door_wood_knock","False","118625","A"
"2-120218-A-30.wav","2","30","door_wood_knock","False","120218","A"
"2-120218-B-30.wav","2","30","door_wood_knock","False","120218","B"
"2-133889-A-30.wav","2","30","door_wood_knock","False","133889","A"
"2-134915-A-30.wav","2","30","door_wood_knock","False","134915","A"
"2-140841-A-30.wav","2","30","door_wood_knock","False","140841","A"
"3-144510-A-30.wav","3","30","door_wood_knock","False","144510","A"
"3-151089-A-30.wav","3","30","door_wood_knock","False","151089","A"
"3-152594-A-30.wav","3","30","door_wood_knock","False","152594","A"
"3-154378-A-30.wav","3","30","door_wood_knock","False","154378","A"
"3-170574-A-30.wav","3","30","door_wood_knock","False","170574","A"
"3-180147-A-30.wav","3","30","door_wood_knock","False","180147","A"
"3-182023-A-30.wav","3","30","door_wood_knock","False","182023","A"
"3-182025-A-30.wav","3","30","door_wood_knock","False","182025","A"
"4-182034-A-30.wav","4","30","door_wood_knock","False","182034","A"
"4-182039-A-30.wav","4","30","door_wood_knock","False","182039","A"
"4-182041-A-30.wav","4","30","door_wood_knock","False","182041","A"
"4-186518-A-30.wav","4","30","door_wood_knock","False","186518","A"
"4-187284-A-30.wav","4","30","door_wood_knock","False","187284","A"
"4-188878-A-30.wav","4","30","door_wood_knock","False","188878","A"
"4-211502-A-30.wav","4","30","door_wood_knock","False","211502","A"
"4-261068-A-30.wav","4","30","door_wood_knock","False","261068","A"
"5-218980-A-30.wav","5","30","door_wood_knock","False","218980","A"
"5-218981-A-30.wav","5","30","door_wood_knock","False","218981","A"
"5-235644-A-30.wav","5","30","door_wood_knock","False","235644","A"
"5-250026-A-30.wav","5","30","door_wood_knock","False","250026","A"
"5-250026-B-30.wav","5","30","door_wood_knock","False","250026","B"
"5-251426-A-30.wav","5","30","door_wood_knock","False","251426","A"
"5-251426-B-30.wav","5","30","door_wood_knock","False","251426","B"
"5-256512-A-30.wav","5","30","door_wood_knock","False","256512","A"
"1-20133-A-39.wav","1","39","glass_breaking","False","20133","A"
"1-84536-A-39.wav","1","39","glass_breaking","False","84536","A"
"1-84704-A-39.wav","1","39","glass_breaking","False","84704","A"
"1-84705-A-39.wav","1","39","glass_breaking","False","84705","A"
"1-85168-A-39.wav","1","39","glass_breaking","False","85168","A"
"1-85184-A-39.wav","1","39","glass_breaking","False","85184","A"
"1-88807-A-39.wav","1","39","glass_breaking","False","88807","A"
"1-977-A-39.wav","1","39","glass_breaking","False","977","A"
"2-106881-A-39.wav","2","39","glass_breaking","False","106881","A"
"2-112213-A-39.wav","2","39","glass_breaking","False","112213","A"
"2-112213-B-39.wav","2","39","glass_breaking","False","112213","B"
"2-141563-A-39.wav","2","39","glass_breaking","False","141563","A"
"2-173559-A-39.wav","2","39","glass_breaking","False","173559","A"
"2-173607-A-39.wav","2","39","glass_breaking","False","173607","A"
"2-173618-A-39.wav","2","39","glass_breaking","False","173618","A"
"2-250710-A-39.wav","2","39","glass_breaking","False","250710","A"
"3-203371-A-39.wav","3","39","glass_breaking","False","203371","A"
"3-203373-A-39.wav","3","39","glass_breaking","False","203373","A"
"3-203374-A-39.wav","3","39","glass_breaking","False","203374","A"
"3-203375-A-39.wav","3","39","glass_breaking","False","203375","A"
"3-203377-A-39.wav","3","39","glass_breaking","False","203377","A"
"3-216280-A-39.wav","3","39","glass_breaking","False","216280","A"
"3-216281-A-39.wav","3","39","glass_breaking","False","216281","A"
"3-216284-A-39.wav","3","39","glass_breaking","False","216284","A"
"4-204115-A-39.wav","4","39","glass_breaking","False","204115","A"
"4-204119-A-39.wav","4","39","glass_breaking","False","204119","A"
"4-204121-A-39.wav","4","39","glass_breaking","False","204121","A"
"4-204123-A-39.wav","4","39","glass_breaking","False","204123","A"
"4-204777-A-39.wav","4","39","glass_breaking","False","204777","A"
"4-204777-B-39.wav","4","39","glass_breaking","False","204777","B"
"4-204777-C-39.wav","4","39","glass_breaking","False","204777","C"
"4-212698-A-39.wav","4","39","glass_breaking","False","212698","A"
"5-221528-A-39.wav","5","39","glass_breaking","False","221528","A"
"5-221529-A-39.wav","5","39","glass_breaking","False","221529","A"
"5-233605-A-39.wav","5","39","glass_breaking","False","233605","A"
"5-233607-A-39.wav","5","39","glass_breaking","False","233607","A"
"5-257642-A-39.wav","5","39","glass_breaking","False","257642","A"
"5-260432-A-39.wav","5","39","glass_breaking","False","260432","A"
"5-260433-A-39.wav","5","39","glass_breaking","False","260433","A"
"5-260434-A-39.wav","5","39","glass_breaking","False","260434","A"
"1-31482-A-42.wav","1","42","siren","False","31482","A"
"1-31482-B-42.wav","1","42","siren","False","31482","B"
"1-54084-A-42.wav","1","42","siren","False","54084","A"
"1-76831-A-42.wav","1","42","siren","False","76831","A"
"1-76831-B-42.wav","1","42","siren","False","76831","B"
"1-76831-C-42.wav","1","42","siren","False","76831","C"
"1-76831-D-42.wav","1","42","siren","False","76831","D"
"1-76831-E-42.wav","1","42","siren","False","76831","E"
"2-43802-A-42.wav","2","42","siren","False","43802","A"
"2-43806-A-42.wav","2","42","siren","False","43806","A"
"2-70052-A-42.wav","2","42","siren","False","70052","A"
"2-70052-B-42.wav","2","42","siren","False","70052","B"
"2-70936-A-42.wav","2","42","siren","False","70936","A"
"2-70938-A-42.wav","2","42","siren","False","70938","A"
"2-70939-A-42.wav","2","42","siren","False","70939","A"
"2-72688-A-42.wav","2","42","siren","False","72688","A"
"3-51376-A-42.wav","3","42","siren","False","51376","A"
"3-51731-A-42.wav","3","42","siren","False","51731","A"
"3-51731-B-42.wav","3","42","siren","False","51731","B"
"3-51909-A-42.wav","3","42","siren","False","51909","A"
"3-51909-B-42.wav","3","42","siren","False","51909","B"
"3-58772-A-42.wav","3","42","siren","False","58772","A"
"3-62878-A-42.wav","3","42","siren","False","62878","A"
"3-62878-B-42.wav","3","42","siren","False","62878","B"
"4-102871-A-42.wav","4","42","siren","False","102871","A"
"4-111671-A-42.wav","4","42","siren","False","111671","A"
"4-111671-B-42.wav","4","42","siren","False","111671","B"
"4-121532-A-42.wav","4","42","siren","False","121532","A"
"4-67358-A-42.wav","4","42","siren","False","67358","A"
"4-80761-A-42.wav","4","42","siren","False","80761","A"
"4-90014-A-42.wav","4","42","siren","False","90014","A"
"4-90014-B-42.wav","4","42","siren","False","90014","B"
"5-117118-A-42.wav","5","42","siren","False","117118","A"
"5-117120-A-42.wav","5","42","siren","False","117120","A"
"5-117122-A-42.wav","5","42","siren","False","117122","A"
"5-133989-A-42.wav","5","42","siren","False","133989","A"
"5-133989-B-42.wav","5","42","siren","False","133989","B"
"5-150409-A-42.wav","5","42","siren","False","150409","A"
"5-160551-A-42.wav","5","42","siren","False","160551","A"
"5-184323-A-42.wav","5","42","siren","False","184323","A"
"1-119125-A-45.wav","1","45","train","False","119125","A"
"1-54065-A-45.wav","1","45","train","False","54065","A"
"1-54065-B-45.wav","1","45","train","False","54065","B"
"1-62509-A-45.wav","1","45","train","False","62509","A"
"1-64473-A-45.wav","1","45","train","False","64473","A"
"1-70300-A-45.wav","1","45","train","False","70300","A"
"1-88409-A-45.wav","1","45","train","False","88409","A"
"1-88409-B-45.wav","1","45","train","False","88409","B"
"2-122066-A-45.wav","2","45","train","False","122066","A"
"2-122066-B-45.wav","2","45","train","False","122066","B"
"2-122067-A-45.wav","2","45","train","False","122067","A"
"2-122067-B-45.wav","2","45","train","False","122067","B"
"2-135649-A-45.wav","2","45","train","False","135649","A"
"2-135649-B-45.wav","2","45","train","False","135649","B"
"2-135649-C-45.wav","2","45","train","False","135649","C"
"2-262579-A-45.wav","2","45","train","False","262579","A"
"3-135650-A-45.wav","3","45","train","False","135650","A"
"3-135650-B-45.wav","3","45","train","False","135650","B"
"3-136451-A-45.wav","3","45","train","False","136451","A"
"3-138212-A-45.wav","3","45","train","False","138212","A"
"3-141559-A-45.wav","3","45","train","False","141559","A"
"3-157492-A-45.wav","3","45","train","False","157492","A"
"3-159445-A-45.wav","3","45","train","False","159445","A"
"3-159445-B-45.wav","3","45","train","False","159445","B"
"4-165606-A-45.wav","4","45","train","False","165606","A"
"4-165791-A-45.wav","4","45","train","False","165791","A"
"4-165791-B-45.wav","4","45","train","False","165791","B"
"4-165845-A-45.wav","4","45","train","False","165845","A"
"4-165845-B-45.wav","4","45","train","False","165845","B"
"4-165933-A-45.wav","4","45","train","False","165933","A"
"4-168446-A-45.wav","4","45","train","False","168446","A"
"4-178881-A-45.wav","4","45","train","False","178881","A"
"5-188796-A-45.wav","5","45","train","False","188796","A"
"5-188945-A-45.wav","5","45","train","False","188945","A"
"5-197118-A-45.wav","5","45","train","False","197118","A"
"5-197121-A-45.wav","5","45","train","False","197121","A"
"5-197121-B-45.wav","5","45","train","False","197121","B"
"5-198600-A-45.wav","5","45","train","False","198600","A"
"5-199284-A-45.wav","5","45","train","False","199284","A"
"5-199284-B-45.wav","5","45","train","False","199284","B"
